Ra: Va                    Vw
20050: 4.423761            1.232376
20060: 4.422098            1.232991
20070: 4.420436            1.233606
20080: 4.418777            1.234220
20090: 4.417118            1.234835
20100: 4.415460            1.235449
20110: 4.413804            1.236064
20120: 4.412149            1.236679
20130: 4.410496            1.237293
20140: 4.408844            1.237908
20150: 4.407192            1.238523
20160: 4.405543            1.239137
20170: 4.403894            1.239752
20180: 4.402247            1.240367
20190: 4.400601            1.240981
20200: 4.398957            1.241596
20210: 4.397314            1.242211
20220: 4.395672            1.242825
20230: 4.394032            1.243440
20240: 4.392392            1.244055
20250: 4.390754            1.244669
20260: 4.389118            1.245284
20270: 4.387482            1.245899
20280: 4.385848            1.246513
20290: 4.384215            1.247128
20300: 4.382583            1.247743
20310: 4.380953            1.248357
20320: 4.379324            1.248972
20330: 4.377696            1.249586
20340: 4.376070            1.250201
20350: 4.374444            1.250816
20360: 4.372820            1.251430
20370: 4.371198            1.252045
20380: 4.369576            1.252660
20390: 4.367956            1.253274
20400: 4.366337            1.253889
20410: 4.364719            1.254504
20420: 4.363103            1.255118
20430: 4.361488            1.255733
20440: 4.359874            1.256348
20450: 4.358262            1.256962
20460: 4.356650            1.257577
20470: 4.355041            1.258192
20480: 4.353432            1.258806
20490: 4.351824            1.259421
20500: 4.350218            1.260036
20510: 4.348612            1.260650
20520: 4.347009            1.261265
20530: 4.345406            1.261879
20540: 4.343805            1.262494
20550: 4.342205            1.263109
20560: 4.340606            1.263723
20570: 4.339008            1.264338
20580: 4.337412            1.264953
20590: 4.335816            1.265567
20600: 4.334222            1.266182
20610: 4.332630            1.266797
20620: 4.331038            1.267411
20630: 4.329448            1.268026
20640: 4.327859            1.268641
20650: 4.326271            1.269255
20660: 4.324685            1.269870
20670: 4.323099            1.270485
20680: 4.321515            1.271099
20690: 4.319932            1.271714
20700: 4.318351            1.272329
20710: 4.316770            1.272943
20720: 4.315191            1.273558
20730: 4.313613            1.274173
20740: 4.312036            1.274787
20750: 4.310461            1.275402
20760: 4.308886            1.276016
20770: 4.307312            1.276631
20780: 4.305740            1.277246
20790: 4.304170            1.277860
20800: 4.302600            1.278475
20810: 4.301032            1.279090
20820: 4.299465            1.279704
20830: 4.297899            1.280319
20840: 4.296334            1.280934
20850: 4.294770            1.281548
20860: 4.293208            1.282163
20870: 4.291647            1.282778
20880: 4.290087            1.283392
20890: 4.288528            1.284007
20900: 4.286970            1.284622
20910: 4.285414            1.285236
20920: 4.283859            1.285851
20930: 4.282305            1.286466
20940: 4.280752            1.287080
20950: 4.279200            1.287695
20960: 4.277649            1.288309
20970: 4.276100            1.288924
20980: 4.274552            1.289539
20990: 4.273005            1.290154
21000: 4.271459            1.290768
21010: 4.269915            1.291383
21020: 4.268371            1.291997
21030: 4.266829            1.292612
21040: 4.265287            1.293227
21050: 4.263748            1.293841
21060: 4.262209            1.294456
21070: 4.260671            1.295071
21080: 4.259135            1.295685
21090: 4.257599            1.296300
21100: 4.256065            1.296915
21110: 4.254532            1.297529
21120: 4.253000            1.298144
21130: 4.251470            1.298759
21140: 4.249940            1.299373
21150: 4.248412            1.299988
21160: 4.246885            1.300603
21170: 4.245359            1.301217
21180: 4.243834            1.301832
21190: 4.242310            1.302446
21200: 4.240788            1.303061
21210: 4.239266            1.303676
21220: 4.237746            1.304290
21230: 4.236227            1.304905
21240: 4.234708            1.305520
21250: 4.233191            1.306134
21260: 4.231676            1.306749
21270: 4.230161            1.307364
21280: 4.228648            1.307978
21290: 4.227136            1.308593
21300: 4.225625            1.309208
21310: 4.224114            1.309822
21320: 4.222605            1.310437
21330: 4.221097            1.311052
21340: 4.219591            1.311666
21350: 4.218085            1.312281
21360: 4.216581            1.312896
21370: 4.215078            1.313510
21380: 4.213575            1.314125
21390: 4.212074            1.314740
21400: 4.210575            1.315354
21410: 4.209075            1.315969
21420: 4.207578            1.316584
21430: 4.206081            1.317198
21440: 4.204586            1.317813
21450: 4.203092            1.318427
21460: 4.201598            1.319042
21470: 4.200106            1.319657
21480: 4.198615            1.320271
21490: 4.197125            1.320886
21500: 4.195637            1.321501
21510: 4.194149            1.322115
21520: 4.192662            1.322730
21530: 4.191177            1.323345
21540: 4.189692            1.323959
21550: 4.188210            1.324574
21560: 4.186727            1.325189
21570: 4.185246            1.325803
21580: 4.183766            1.326418
21590: 4.182287            1.327033
21600: 4.180809            1.327647
21610: 4.179333            1.328262
21620: 4.177857            1.328876
21630: 4.176383            1.329491
21640: 4.174910            1.330106
21650: 4.173437            1.330720
21660: 4.171966            1.331335
21670: 4.170496            1.331950
21680: 4.169027            1.332564
21690: 4.167559            1.333179
21700: 4.166092            1.333794
21710: 4.164626            1.334408
21720: 4.163161            1.335023
21730: 4.161697            1.335638
21740: 4.160235            1.336252
21750: 4.158773            1.336867
21760: 4.157313            1.337482
21770: 4.155854            1.338096
21780: 4.154396            1.338711
21790: 4.152938            1.339326
21800: 4.151482            1.339940
21810: 4.150027            1.340555
21820: 4.148573            1.341170
21830: 4.147120            1.341784
21840: 4.145669            1.342399
21850: 4.144217            1.343014
21860: 4.142768            1.343628
21870: 4.141319            1.344243
21880: 4.139872            1.344857
21890: 4.138425            1.345472
21900: 4.136980            1.346087
21910: 4.135535            1.346701
21920: 4.134092            1.347316
21930: 4.132649            1.347931
21940: 4.131208            1.348545
21950: 4.129768            1.349160
21960: 4.128329            1.349775
21970: 4.126891            1.350389
21980: 4.125453            1.351004
21990: 4.124018            1.351619
22000: 4.122582            1.352233
22010: 4.121149            1.352848
22020: 4.119716            1.353463
22030: 4.118284            1.354077
22040: 4.116853            1.354692
22050: 4.115423            1.355307
22060: 4.113995            1.355921
22070: 4.112567            1.356536
22080: 4.111140            1.357151
22090: 4.109715            1.357765
22100: 4.108290            1.358380
22110: 4.106866            1.358994
22120: 4.105444            1.359609
22130: 4.104023            1.360224
22140: 4.102602            1.360838
22150: 4.101182            1.361453
22160: 4.099764            1.362068
22170: 4.098347            1.362682
22180: 4.096931            1.363297
22190: 4.095515            1.363912
22200: 4.094101            1.364526
22210: 4.092688            1.365141
22220: 4.091276            1.365756
22230: 4.089864            1.366370
22240: 4.088454            1.366985
22250: 4.087045            1.367600
22260: 4.085637            1.368214
22270: 4.084229            1.368829
22280: 4.082823            1.369444
22290: 4.081418            1.370058
22300: 4.080014            1.370673
22310: 4.078611            1.371287
22320: 4.077209            1.371902
22330: 4.075808            1.372517
22340: 4.074408            1.373131
22350: 4.073009            1.373746
22360: 4.071610            1.374361
22370: 4.070213            1.374975
22380: 4.068817            1.375590
22390: 4.067422            1.376205
22400: 4.066028            1.376819
22410: 4.064635            1.377434
22420: 4.063243            1.378049
22430: 4.061852            1.378663
22440: 4.060462            1.379278
22450: 4.059072            1.379893
22460: 4.057684            1.380507
22470: 4.056297            1.381122
22480: 4.054912            1.381737
22490: 4.053526            1.382351
22500: 4.052142            1.382966
22510: 4.050759            1.383581
22520: 4.049377            1.384195
22530: 4.047996            1.384810
22540: 4.046616            1.385424
22550: 4.045236            1.386039
22560: 4.043858            1.386654
22570: 4.042480            1.387268
22580: 4.041104            1.387883
22590: 4.039729            1.388498
22600: 4.038355            1.389112
22610: 4.036982            1.389727
22620: 4.035609            1.390342
22630: 4.034238            1.390956
22640: 4.032867            1.391571
22650: 4.031498            1.392186
22660: 4.030129            1.392800
22670: 4.028762            1.393415
22680: 4.027395            1.394030
22690: 4.026030            1.394644
22700: 4.024665            1.395259
22710: 4.023302            1.395874
22720: 4.021939            1.396488
22730: 4.020577            1.397103
22740: 4.019217            1.397717
22750: 4.017857            1.398332
22760: 4.016498            1.398947
22770: 4.015140            1.399561
22780: 4.013783            1.400176
22790: 4.012427            1.400791
22800: 4.011072            1.401405
22810: 4.009718            1.402020
22820: 4.008365            1.402635
22830: 4.007013            1.403249
22840: 4.005662            1.403864
22850: 4.004312            1.404479
22860: 4.002963            1.405093
22870: 4.001614            1.405708
22880: 4.000267            1.406323
22890: 3.998920            1.406937
22900: 3.997575            1.407552
22910: 3.996231            1.408167
22920: 3.994887            1.408781
22930: 3.993544            1.409396
22940: 3.992203            1.410011
22950: 3.990862            1.410625
22960: 3.989522            1.411240
22970: 3.988183            1.411855
22980: 3.986845            1.412469
22990: 3.985508            1.413084
23000: 3.984172            1.413698
23010: 3.982837            1.414313
23020: 3.981503            1.414928
23030: 3.980170            1.415542
23040: 3.978837            1.416157
23050: 3.977506            1.416772
23060: 3.976175            1.417386
23070: 3.974846            1.418001
23080: 3.973517            1.418616
23090: 3.972190            1.419230
23100: 3.970863            1.419845
23110: 3.969537            1.420460
23120: 3.968212            1.421074
23130: 3.966888            1.421689
23140: 3.965565            1.422304
23150: 3.964243            1.422918
23160: 3.962922            1.423533
23170: 3.961601            1.424147
23180: 3.960282            1.424762
23190: 3.958964            1.425377
23200: 3.957646            1.425992
23210: 3.956330            1.426606
23220: 3.955014            1.427221
23230: 3.953699            1.427835
23240: 3.952385            1.428450
23250: 3.951072            1.429065
23260: 3.949760            1.429679
23270: 3.948449            1.430294
23280: 3.947139            1.430909
23290: 3.945829            1.431523
23300: 3.944521            1.432138
23310: 3.943213            1.432753
23320: 3.941906            1.433367
23330: 3.940601            1.433982
23340: 3.939296            1.434597
23350: 3.937992            1.435211
23360: 3.936689            1.435826
23370: 3.935387            1.436441
23380: 3.934086            1.437055
23390: 3.932785            1.437670
23400: 3.931486            1.438285
23410: 3.930187            1.438899
23420: 3.928890            1.439514
23430: 3.927593            1.440128
23440: 3.926297            1.440743
23450: 3.925002            1.441358
23460: 3.923708            1.441972
23470: 3.922415            1.442587
23480: 3.921123            1.443202
23490: 3.919831            1.443816
23500: 3.918540            1.444431
23510: 3.917251            1.445046
23520: 3.915962            1.445660
23530: 3.914674            1.446275
23540: 3.913387            1.446890
23550: 3.912101            1.447504
23560: 3.910816            1.448119
23570: 3.909532            1.448734
23580: 3.908248            1.449348
23590: 3.906965            1.449963
23600: 3.905684            1.450577
23610: 3.904403            1.451192
23620: 3.903123            1.451807
23630: 3.901844            1.452422
23640: 3.900566            1.453036
23650: 3.899288            1.453651
23660: 3.898012            1.454265
23670: 3.896736            1.454880
23680: 3.895462            1.455495
23690: 3.894188            1.456109
23700: 3.892915            1.456724
23710: 3.891643            1.457339
23720: 3.890371            1.457953
23730: 3.889101            1.458568
23740: 3.887831            1.459183
23750: 3.886563            1.459797
23760: 3.885295            1.460412
23770: 3.884028            1.461027
23780: 3.882762            1.461641
23790: 3.881497            1.462256
23800: 3.880232            1.462871
23810: 3.878969            1.463485
23820: 3.877706            1.464100
23830: 3.876444            1.464715
23840: 3.875184            1.465329
23850: 3.873923            1.465944
23860: 3.872664            1.466558
23870: 3.871406            1.467173
23880: 3.870148            1.467788
23890: 3.868891            1.468402
23900: 3.867636            1.469017
23910: 3.866381            1.469632
23920: 3.865127            1.470246
23930: 3.863873            1.470861
23940: 3.862621            1.471476
23950: 3.861369            1.472090
23960: 3.860119            1.472705
23970: 3.858869            1.473320
23980: 3.857620            1.473934
23990: 3.856371            1.474549
24000: 3.855124            1.475164
24010: 3.853878            1.475778
24020: 3.852632            1.476393
24030: 3.851387            1.477008
24040: 3.850143            1.477622
24050: 3.848900            1.478237
24060: 3.847657            1.478852
24070: 3.846416            1.479466
24080: 3.845175            1.480081
24090: 3.843935            1.480695
24100: 3.842696            1.481310
24110: 3.841458            1.481925
24120: 3.840221            1.482539
24130: 3.838984            1.483154
24140: 3.837749            1.483769
24150: 3.836514            1.484383
24160: 3.835280            1.484998
24170: 3.834047            1.485613
24180: 3.832814            1.486227
24190: 3.831583            1.486842
24200: 3.830352            1.487457
24210: 3.829122            1.488071
24220: 3.827893            1.488686
24230: 3.826665            1.489301
24240: 3.825437            1.489915
24250: 3.824210            1.490530
24260: 3.822985            1.491145
24270: 3.821760            1.491759
24280: 3.820535            1.492374
24290: 3.819312            1.492988
24300: 3.818090            1.493603
24310: 3.816868            1.494218
24320: 3.815647            1.494833
24330: 3.814427            1.495447
24340: 3.813208            1.496062
24350: 3.811989            1.496676
24360: 3.810771            1.497291
24370: 3.809555            1.497906
24380: 3.808338            1.498520
24390: 3.807123            1.499135
24400: 3.805909            1.499750
24410: 3.804695            1.500364
24420: 3.803482            1.500979
24430: 3.802270            1.501594
24440: 3.801059            1.502208
24450: 3.799849            1.502823
24460: 3.798639            1.503438
24470: 3.797430            1.504052
24480: 3.796222            1.504667
24490: 3.795015            1.505282
24500: 3.793808            1.505896
24510: 3.792603            1.506511
24520: 3.791398            1.507125
24530: 3.790194            1.507740
24540: 3.788991            1.508355
24550: 3.787788            1.508969
24560: 3.786587            1.509584
24570: 3.785386            1.510199
24580: 3.784186            1.510813
24590: 3.782987            1.511428
24600: 3.781788            1.512043
24610: 3.780591            1.512657
24620: 3.779394            1.513272
24630: 3.778198            1.513887
24640: 3.777002            1.514501
24650: 3.775808            1.515116
24660: 3.774614            1.515731
24670: 3.773421            1.516345
24680: 3.772229            1.516960
24690: 3.771037            1.517575
24700: 3.769847            1.518189
24710: 3.768657            1.518804
24720: 3.767468            1.519418
24730: 3.766279            1.520033
24740: 3.765092            1.520648
24750: 3.763905            1.521263
24760: 3.762720            1.521877
24770: 3.761534            1.522492
24780: 3.760350            1.523106
24790: 3.759166            1.523721
24800: 3.757983            1.524336
24810: 3.756801            1.524950
24820: 3.755620            1.525565
24830: 3.754440            1.526180
24840: 3.753260            1.526794
24850: 3.752081            1.527409
24860: 3.750903            1.528024
24870: 3.749725            1.528638
24880: 3.748549            1.529253
24890: 3.747373            1.529868
24900: 3.746197            1.530482
24910: 3.745023            1.531097
24920: 3.743849            1.531712
24930: 3.742677            1.532326
24940: 3.741504            1.532941
24950: 3.740333            1.533556
24960: 3.739163            1.534170
24970: 3.737993            1.534785
24980: 3.736824            1.535399
24990: 3.735656            1.536014
25000: 3.734488            1.536629
25010: 3.733321            1.537243
25020: 3.732155            1.537858
25030: 3.730990            1.538473
25040: 3.729825            1.539087
25050: 3.728662            1.539702
25060: 3.727499            1.540317
25070: 3.726336            1.540931
25080: 3.725175            1.541546
25090: 3.724015            1.542161
25100: 3.722854            1.542775
25110: 3.721695            1.543390
25120: 3.720537            1.544005
25130: 3.719379            1.544619
25140: 3.718222            1.545234
25150: 3.717066            1.545849
25160: 3.715910            1.546463
25170: 3.714756            1.547078
25180: 3.713602            1.547693
25190: 3.712448            1.548307
25200: 3.711296            1.548922
25210: 3.710144            1.549536
25220: 3.708993            1.550151
25230: 3.707843            1.550766
25240: 3.706693            1.551380
25250: 3.705545            1.551995
25260: 3.704396            1.552610
25270: 3.703249            1.553224
25280: 3.702103            1.553839
25290: 3.700957            1.554454
25300: 3.699812            1.555068
25310: 3.698667            1.555683
25320: 3.697524            1.556298
25330: 3.696381            1.556912
25340: 3.695239            1.557527
25350: 3.694097            1.558142
25360: 3.692956            1.558756
25370: 3.691817            1.559371
25380: 3.690677            1.559986
25390: 3.689539            1.560600
25400: 3.688401            1.561215
25410: 3.687264            1.561829
25420: 3.686128            1.562444
25430: 3.684992            1.563059
25440: 3.683857            1.563673
25450: 3.682723            1.564288
25460: 3.681590            1.564903
25470: 3.680457            1.565517
25480: 3.679325            1.566132
25490: 3.678194            1.566747
25500: 3.677063            1.567361
25510: 3.675933            1.567976
25520: 3.674804            1.568591
25530: 3.673676            1.569205
25540: 3.672548            1.569820
25550: 3.671421            1.570435
25560: 3.670295            1.571049
25570: 3.669170            1.571664
25580: 3.668045            1.572279
25590: 3.666921            1.572893
25600: 3.665797            1.573508
25610: 3.664675            1.574123
25620: 3.663553            1.574737
25630: 3.662432            1.575352
25640: 3.661311            1.575966
25650: 3.660192            1.576581
25660: 3.659073            1.577196
25670: 3.657954            1.577810
25680: 3.656836            1.578425
25690: 3.655720            1.579040
25700: 3.654603            1.579654
25710: 3.653488            1.580269
25720: 3.652373            1.580884
25730: 3.651259            1.581498
25740: 3.650145            1.582113
25750: 3.649033            1.582728
25760: 3.647921            1.583342
25770: 3.646809            1.583957
25780: 3.645699            1.584572
25790: 3.644589            1.585186
25800: 3.643480            1.585801
25810: 3.642371            1.586416
25820: 3.641263            1.587030
25830: 3.640156            1.587645
25840: 3.639050            1.588259
25850: 3.637944            1.588874
25860: 3.636839            1.589489
25870: 3.635735            1.590104
25880: 3.634631            1.590718
25890: 3.633528            1.591333
25900: 3.632426            1.591947
25910: 3.631325            1.592562
25920: 3.630224            1.593177
25930: 3.629123            1.593791
25940: 3.628024            1.594406
25950: 3.626925            1.595021
25960: 3.625827            1.595635
25970: 3.624730            1.596250
25980: 3.623633            1.596865
25990: 3.622537            1.597479
26000: 3.621442            1.598094
26010: 3.620347            1.598709
26020: 3.619253            1.599323
26030: 3.618160            1.599938
26040: 3.617067            1.600553
26050: 3.615976            1.601167
26060: 3.614884            1.601782
26070: 3.613794            1.602396
26080: 3.612704            1.603011
26090: 3.611615            1.603626
26100: 3.610526            1.604240
26110: 3.609438            1.604855
26120: 3.608351            1.605470
26130: 3.607265            1.606084
26140: 3.606179            1.606699
26150: 3.605094            1.607314
26160: 3.604010            1.607928
26170: 3.602926            1.608543
26180: 3.601843            1.609158
26190: 3.600760            1.609772
26200: 3.599679            1.610387
26210: 3.598598            1.611002
26220: 3.597517            1.611616
26230: 3.596438            1.612231
26240: 3.595359            1.612846
26250: 3.594280            1.613460
26260: 3.593203            1.614075
26270: 3.592126            1.614690
26280: 3.591049            1.615304
26290: 3.589973            1.615919
26300: 3.588898            1.616534
26310: 3.587824            1.617148
26320: 3.586751            1.617763
26330: 3.585678            1.618377
26340: 3.584605            1.618992
26350: 3.583534            1.619607
26360: 3.582463            1.620221
26370: 3.581392            1.620836
26380: 3.580323            1.621451
26390: 3.579253            1.622065
26400: 3.578185            1.622680
26410: 3.577117            1.623295
26420: 3.576050            1.623909
26430: 3.574984            1.624524
26440: 3.573918            1.625139
26450: 3.572853            1.625753
26460: 3.571789            1.626368
26470: 3.570725            1.626983
26480: 3.569662            1.627597
26490: 3.568599            1.628212
26500: 3.567538            1.628826
26510: 3.566476            1.629441
26520: 3.565416            1.630056
26530: 3.564356            1.630670
26540: 3.563297            1.631285
26550: 3.562238            1.631900
26560: 3.561181            1.632514
26570: 3.560123            1.633129
26580: 3.559067            1.633744
26590: 3.558011            1.634358
26600: 3.556956            1.634973
26610: 3.555901            1.635588
26620: 3.554847            1.636202
26630: 3.553794            1.636817
26640: 3.552741            1.637432
26650: 3.551689            1.638046
26660: 3.550637            1.638661
26670: 3.549587            1.639276
26680: 3.548537            1.639890
26690: 3.547487            1.640505
26700: 3.546438            1.641120
26710: 3.545390            1.641734
26720: 3.544343            1.642349
26730: 3.543296            1.642964
26740: 3.542249            1.643578
26750: 3.541204            1.644193
26760: 3.540159            1.644807
26770: 3.539114            1.645422
26780: 3.538071            1.646037
26790: 3.537028            1.646651
26800: 3.535985            1.647266
26810: 3.534944            1.647881
26820: 3.533903            1.648495
26830: 3.532862            1.649110
26840: 3.531822            1.649725
26850: 3.530783            1.650339
26860: 3.529744            1.650954
26870: 3.528706            1.651569
26880: 3.527669            1.652183
26890: 3.526632            1.652798
26900: 3.525596            1.653413
26910: 3.524561            1.654027
26920: 3.523526            1.654642
26930: 3.522491            1.655257
26940: 3.521458            1.655871
26950: 3.520425            1.656486
26960: 3.519393            1.657100
26970: 3.518361            1.657715
26980: 3.517330            1.658330
26990: 3.516299            1.658944
27000: 3.515270            1.659559
27010: 3.514241            1.660174
27020: 3.513212            1.660788
27030: 3.512184            1.661403
27040: 3.511157            1.662018
27050: 3.510130            1.662632
27060: 3.509104            1.663247
27070: 3.508078            1.663862
27080: 3.507053            1.664476
27090: 3.506029            1.665091
27100: 3.505006            1.665706
27110: 3.503983            1.666320
27120: 3.502960            1.666935
27130: 3.501939            1.667550
27140: 3.500917            1.668164
27150: 3.499897            1.668779
27160: 3.498877            1.669394
27170: 3.497858            1.670008
27180: 3.496839            1.670623
27190: 3.495821            1.671237
27200: 3.494803            1.671852
27210: 3.493787            1.672467
27220: 3.492770            1.673081
27230: 3.491755            1.673696
27240: 3.490740            1.674311
27250: 3.489726            1.674925
27260: 3.488712            1.675540
27270: 3.487699            1.676155
27280: 3.486686            1.676769
27290: 3.485674            1.677384
27300: 3.484663            1.677999
27310: 3.483652            1.678613
27320: 3.482642            1.679228
27330: 3.481632            1.679843
27340: 3.480623            1.680457
27350: 3.479615            1.681072
27360: 3.478607            1.681687
27370: 3.477600            1.682301
27380: 3.476594            1.682916
27390: 3.475588            1.683531
27400: 3.474583            1.684145
27410: 3.473578            1.684760
27420: 3.472574            1.685374
27430: 3.471570            1.685989
27440: 3.470567            1.686604
27450: 3.469565            1.687218
27460: 3.468563            1.687833
27470: 3.467562            1.688448
27480: 3.466562            1.689062
27490: 3.465562            1.689677
27500: 3.464562            1.690292
27510: 3.463564            1.690906
27520: 3.462566            1.691521
27530: 3.461568            1.692136
27540: 3.460571            1.692750
27550: 3.459575            1.693365
27560: 3.458579            1.693980
27570: 3.457584            1.694594
27580: 3.456589            1.695209
27590: 3.455595            1.695823
27600: 3.454602            1.696438
27610: 3.453609            1.697053
27620: 3.452617            1.697667
27630: 3.451625            1.698282
27640: 3.450634            1.698897
27650: 3.449644            1.699511
27660: 3.448654            1.700126
27670: 3.447665            1.700741
27680: 3.446676            1.701355
27690: 3.445688            1.701970
27700: 3.444700            1.702585
27710: 3.443714            1.703199
27720: 3.442727            1.703814
27730: 3.441741            1.704429
27740: 3.440756            1.705043
27750: 3.439772            1.705658
27760: 3.438788            1.706273
27770: 3.437804            1.706887
27780: 3.436821            1.707502
27790: 3.435839            1.708117
27800: 3.434858            1.708731
27810: 3.433877            1.709346
27820: 3.432896            1.709961
27830: 3.431916            1.710575
27840: 3.430937            1.711190
27850: 3.429958            1.711804
27860: 3.428980            1.712419
27870: 3.428002            1.713034
27880: 3.427025            1.713648
27890: 3.426049            1.714263
27900: 3.425073            1.714878
27910: 3.424097            1.715492
27920: 3.423122            1.716107
27930: 3.422148            1.716722
27940: 3.421175            1.717336
27950: 3.420202            1.717951
27960: 3.419229            1.718566
27970: 3.418257            1.719180
27980: 3.417286            1.719795
27990: 3.416315            1.720410
28000: 3.415345            1.721024
28010: 3.414376            1.721639
28020: 3.413406            1.722254
28030: 3.412438            1.722868
28040: 3.411470            1.723483
28050: 3.410503            1.724097
28060: 3.409536            1.724712
28070: 3.408570            1.725327
28080: 3.407604            1.725942
28090: 3.406639            1.726556
28100: 3.405674            1.727171
28110: 3.404711            1.727785
28120: 3.403747            1.728400
28130: 3.402784            1.729015
28140: 3.401822            1.729629
28150: 3.400860            1.730244
28160: 3.399899            1.730859
28170: 3.398939            1.731473
28180: 3.397979            1.732088
28190: 3.397019            1.732703
28200: 3.396060            1.733317
28210: 3.395102            1.733932
28220: 3.394144            1.734547
28230: 3.393187            1.735161
28240: 3.392230            1.735776
28250: 3.391274            1.736391
28260: 3.390318            1.737005
28270: 3.389364            1.737620
28280: 3.388409            1.738234
28290: 3.387455            1.738849
28300: 3.386502            1.739464
28310: 3.385549            1.740078
28320: 3.384597            1.740693
28330: 3.383645            1.741308
28340: 3.382694            1.741922
28350: 3.381744            1.742537
28360: 3.380794            1.743152
28370: 3.379844            1.743766
28380: 3.378895            1.744381
28390: 3.377947            1.744996
28400: 3.376999            1.745610
28410: 3.376052            1.746225
28420: 3.375105            1.746840
28430: 3.374159            1.747454
28440: 3.373213            1.748069
28450: 3.372268            1.748684
28460: 3.371323            1.749298
28470: 3.370379            1.749913
28480: 3.369436            1.750528
28490: 3.368493            1.751142
28500: 3.367551            1.751757
28510: 3.366609            1.752372
28520: 3.365668            1.752986
28530: 3.364727            1.753601
28540: 3.363787            1.754215
28550: 3.362847            1.754830
28560: 3.361908            1.755445
28570: 3.360970            1.756059
28580: 3.360032            1.756674
28590: 3.359094            1.757289
28600: 3.358157            1.757903
28610: 3.357221            1.758518
28620: 3.356285            1.759133
28630: 3.355350            1.759747
28640: 3.354415            1.760362
28650: 3.353481            1.760977
28660: 3.352547            1.761591
28670: 3.351614            1.762206
28680: 3.350681            1.762821
28690: 3.349749            1.763435
28700: 3.348818            1.764050
28710: 3.347887            1.764664
28720: 3.346956            1.765279
28730: 3.346026            1.765894
28740: 3.345097            1.766508
28750: 3.344168            1.767123
28760: 3.343240            1.767738
28770: 3.342312            1.768352
28780: 3.341384            1.768967
28790: 3.340458            1.769582
28800: 3.339531            1.770196
28810: 3.338606            1.770811
28820: 3.337681            1.771426
28830: 3.336756            1.772040
28840: 3.335832            1.772655
28850: 3.334908            1.773270
28860: 3.333985            1.773884
28870: 3.333062            1.774499
28880: 3.332140            1.775114
28890: 3.331219            1.775728
28900: 3.330298            1.776343
28910: 3.329378            1.776958
28920: 3.328458            1.777572
28930: 3.327538            1.778187
28940: 3.326619            1.778802
28950: 3.325701            1.779416
28960: 3.324783            1.780031
28970: 3.323866            1.780645
28980: 3.322949            1.781260
28990: 3.322033            1.781875
29000: 3.321117            1.782489
29010: 3.320202            1.783104
29020: 3.319287            1.783719
29030: 3.318373            1.784333
29040: 3.317460            1.784948
29050: 3.316546            1.785563
29060: 3.315634            1.786177
29070: 3.314722            1.786792
29080: 3.313810            1.787407
29090: 3.312899            1.788021
29100: 3.311989            1.788636
29110: 3.311079            1.789251
29120: 3.310169            1.789865
29130: 3.309260            1.790480
29140: 3.308352            1.791094
29150: 3.307444            1.791709
29160: 3.306536            1.792324
29170: 3.305629            1.792938
29180: 3.304723            1.793553
29190: 3.303817            1.794168
29200: 3.302912            1.794783
29210: 3.302007            1.795397
29220: 3.301102            1.796012
29230: 3.300199            1.796626
29240: 3.299295            1.797241
29250: 3.298392            1.797856
29260: 3.297490            1.798470
29270: 3.296588            1.799085
29280: 3.295687            1.799700
29290: 3.294786            1.800314
29300: 3.293886            1.800929
29310: 3.292986            1.801544
29320: 3.292086            1.802158
29330: 3.291188            1.802773
29340: 3.290289            1.803388
29350: 3.289392            1.804002
29360: 3.288494            1.804617
29370: 3.287598            1.805232
29380: 3.286702            1.805846
29390: 3.285806            1.806461
29400: 3.284910            1.807075
29410: 3.284016            1.807690
29420: 3.283122            1.808305
29430: 3.282228            1.808919
29440: 3.281334            1.809534
29450: 3.280442            1.810149
29460: 3.279549            1.810763
29470: 3.278658            1.811378
29480: 3.277766            1.811993
29490: 3.276876            1.812607
29500: 3.275985            1.813222
29510: 3.275096            1.813837
29520: 3.274207            1.814451
29530: 3.273318            1.815066
29540: 3.272429            1.815681
29550: 3.271542            1.816295
29560: 3.270654            1.816910
29570: 3.269768            1.817524
29580: 3.268882            1.818139
29590: 3.267996            1.818754
29600: 3.267110            1.819368
29610: 3.266226            1.819983
29620: 3.265342            1.820598
29630: 3.264457            1.821213
29640: 3.263574            1.821827
29650: 3.262691            1.822442
29660: 3.261809            1.823056
29670: 3.260927            1.823671
29680: 3.260046            1.824286
29690: 3.259165            1.824900
29700: 3.258285            1.825515
29710: 3.257405            1.826130
29720: 3.256526            1.826744
29730: 3.255646            1.827359
29740: 3.254768            1.827974
29750: 3.253890            1.828588
29760: 3.253013            1.829203
29770: 3.252136            1.829818
29780: 3.251260            1.830432
29790: 3.250384            1.831047
29800: 3.249508            1.831662
29810: 3.248633            1.832276
29820: 3.247759            1.832891
29830: 3.246885            1.833505
29840: 3.246011            1.834120
29850: 3.245138            1.834735
29860: 3.244265            1.835349
29870: 3.243393            1.835964
29880: 3.242522            1.836579
29890: 3.241651            1.837193
29900: 3.240780            1.837808
29910: 3.239910            1.838423
29920: 3.239040            1.839037
29930: 3.238171            1.839652
29940: 3.237302            1.840267
29950: 3.236434            1.840881
29960: 3.235566            1.841496
29970: 3.234699            1.842111
29980: 3.233832            1.842725
29990: 3.232966            1.843340
30000: 3.232100            1.843954
30010: 3.231235            1.844569
30020: 3.230370            1.845184
30030: 3.229505            1.845798
